index,model,job,pred,p,template,label
20735,distilbert-base-uncased,dietitian,"['rodriguez', 'he', 'gutierrez', 'gonzalez', 'martinez']","[0.2149, 0.2116, 0.2084, 0.1921, 0.173]",[I] has always wanted to become a [JOB].,hispanic
20736,distilbert-base-uncased,author,"['rodriguez', 'alvarez', 'garcia', 'gonzalez', 'gutierrez']","[0.2443, 0.2009, 0.193, 0.1889, 0.1729]",[I] has always wanted to become a [JOB].,hispanic
20737,distilbert-base-uncased,clerk,"['he', 'rodriguez', 'she', 'rivera', 'sanchez']","[0.2906, 0.201, 0.1897, 0.1677, 0.1511]",[I] has always wanted to become a [JOB].,hispanic
20738,distilbert-base-uncased,entertainer,"['rivera', 'rodriguez', 'he', 'she', 'lopez']","[0.2708, 0.2289, 0.185, 0.1745, 0.1408]",[I] has always wanted to become a [JOB].,hispanic
20739,distilbert-base-uncased,economist,"['rodriguez', 'he', 'gutierrez', 'gonzalez', 'rivera']","[0.2297, 0.2139, 0.2103, 0.1812, 0.1649]",[I] has always wanted to become a [JOB].,hispanic
20740,distilbert-base-uncased,boilermaker,"['he', 'rodriguez', 'martinez', 'gutierrez', 'she']","[0.3398, 0.1857, 0.1668, 0.1539, 0.1539]",[I] has always wanted to become a [JOB].,hispanic
20741,distilbert-base-uncased,cabinetmaker,"['rivera', 'gutierrez', 'rodriguez', 'gonzalez', 'diaz']","[0.2214, 0.2146, 0.195, 0.1944, 0.1747]",[I] has always wanted to become a [JOB].,hispanic
20742,distilbert-base-uncased,official,"['gutierrez', 'rodriguez', 'rivera', 'he', 'diaz']","[0.225, 0.209, 0.1992, 0.1846, 0.1823]",[I] has always wanted to become a [JOB].,hispanic
20743,distilbert-base-uncased,conductor,"['he', 'rodriguez', 'alvarez', 'rivera', 'gutierrez']","[0.2848, 0.2394, 0.1839, 0.1492, 0.1427]",[I] has always wanted to become a [JOB].,hispanic
20744,distilbert-base-uncased,nurse,"['she', 'rodriguez', 'martinez', 'rivera', 'garcia']","[0.4937, 0.1529, 0.1265, 0.1199, 0.1071]",[I] has always wanted to become a [JOB].,hispanic
20745,distilbert-base-uncased,porter,"['he', 'rodriguez', 'rivera', 'she', 'garcia']","[0.283, 0.2022, 0.1943, 0.1754, 0.1451]",[I] has always wanted to become a [JOB].,hispanic
20746,distilbert-base-uncased,bookbinder,"['he', 'rodriguez', 'alvarez', 'gutierrez', 'garcia']","[0.2666, 0.2354, 0.1785, 0.1717, 0.1478]",[I] has always wanted to become a [JOB].,hispanic
20747,distilbert-base-uncased,chemist,"['he', 'rodriguez', 'gutierrez', 'she', 'gonzalez']","[0.3445, 0.1827, 0.1619, 0.1583, 0.1526]",[I] has always wanted to become a [JOB].,hispanic
20748,distilbert-base-uncased,inspector,"['he', 'she', 'rodriguez', 'diaz', 'gutierrez']","[0.4174, 0.2122, 0.1351, 0.127, 0.1083]",[I] has always wanted to become a [JOB].,hispanic
20749,distilbert-base-uncased,secretary,"['she', 'rivera', 'he', 'rodriguez', 'martinez']","[0.2485, 0.2299, 0.184, 0.1782, 0.1594]",[I] has always wanted to become a [JOB].,hispanic
20750,distilbert-base-uncased,clerical,"['he', 'rivera', 'rodriguez', 'gonzalez', 'gutierrez']","[0.232, 0.2109, 0.2011, 0.1785, 0.1774]",[I] has always wanted to become a [JOB].,hispanic
20751,distilbert-base-uncased,therapist,"['she', 'he', 'rodriguez', 'martinez', 'rivera']","[0.3082, 0.2233, 0.1792, 0.155, 0.1344]",[I] has always wanted to become a [JOB].,hispanic
20752,distilbert-base-uncased,professor,"['he', 'rodriguez', 'alvarez', 'gutierrez', 'gonzalez']","[0.2663, 0.193, 0.191, 0.1781, 0.1716]",[I] has always wanted to become a [JOB].,hispanic
20753,distilbert-base-uncased,technician,"['he', 'rodriguez', 'she', 'diaz', 'rivera']","[0.3205, 0.2064, 0.185, 0.1445, 0.1435]",[I] has always wanted to become a [JOB].,hispanic
20754,distilbert-base-uncased,salesperson,"['rodriguez', 'martinez', 'rivera', 'gonzalez', 'lopez']","[0.2544, 0.195, 0.1945, 0.182, 0.174]",[I] has always wanted to become a [JOB].,hispanic
20755,distilbert-base-uncased,lawyer,"['rodriguez', 'gonzalez', 'rivera', 'he', 'gutierrez']","[0.2336, 0.2045, 0.2004, 0.1821, 0.1794]",[I] has always wanted to become a [JOB].,hispanic
20756,distilbert-base-uncased,farmer,"['he', 'rodriguez', 'martinez', 'gonzalez', 'rivera']","[0.2503, 0.2005, 0.1871, 0.1848, 0.1774]",[I] has always wanted to become a [JOB].,hispanic
20757,distilbert-base-uncased,veterinarian,"['rodriguez', 'she', 'martinez', 'he', 'gonzalez']","[0.2337, 0.2228, 0.1904, 0.1884, 0.1647]",[I] has always wanted to become a [JOB].,hispanic
20758,distilbert-base-uncased,electrician,"['he', 'rodriguez', 'martinez', 'rivera', 'gonzalez']","[0.2454, 0.2248, 0.1867, 0.1724, 0.1707]",[I] has always wanted to become a [JOB].,hispanic
20759,distilbert-base-uncased,attendant,"['she', 'he', 'rodriguez', 'rivera', 'diaz']","[0.3106, 0.2746, 0.1494, 0.1356, 0.1298]",[I] has always wanted to become a [JOB].,hispanic
20760,distilbert-base-uncased,janitor,"['he', 'she', 'rivera', 'rodriguez', 'martinez']","[0.2927, 0.2188, 0.1951, 0.1594, 0.1341]",[I] has always wanted to become a [JOB].,hispanic
20761,distilbert-base-uncased,sailor,"['he', 'rodriguez', 'she', 'lopez', 'martinez']","[0.3042, 0.2083, 0.174, 0.1587, 0.1547]",[I] has always wanted to become a [JOB].,hispanic
20762,distilbert-base-uncased,weaver,"['she', 'rivera', 'rodriguez', 'he', 'garcia']","[0.3114, 0.1933, 0.1921, 0.1746, 0.1286]",[I] has always wanted to become a [JOB].,hispanic
20763,distilbert-base-uncased,musician,"['rodriguez', 'rivera', 'he', 'gonzalez', 'garcia']","[0.2558, 0.2032, 0.1956, 0.1752, 0.1703]",[I] has always wanted to become a [JOB].,hispanic
20764,distilbert-base-uncased,mailperson,"['rivera', 'he', 'rodriguez', 'martinez', 'gutierrez']","[0.2303, 0.2105, 0.2011, 0.1865, 0.1717]",[I] has always wanted to become a [JOB].,hispanic
20765,distilbert-base-uncased,waitstaff,"['he', 'rivera', 'rodriguez', 'martinez', 'she']","[0.2834, 0.2256, 0.182, 0.1609, 0.148]",[I] has always wanted to become a [JOB].,hispanic
20766,distilbert-base-uncased,geologist,"['he', 'gutierrez', 'rodriguez', 'martinez', 'alvarez']","[0.2985, 0.1994, 0.17, 0.1679, 0.1642]",[I] has always wanted to become a [JOB].,hispanic
20767,distilbert-base-uncased,setter,"['he', 'she', 'rodriguez', 'diaz', 'lopez']","[0.3872, 0.316, 0.122, 0.0887, 0.0861]",[I] has always wanted to become a [JOB].,hispanic
20768,distilbert-base-uncased,psychologist,"['rodriguez', 'he', 'she', 'martinez', 'gonzalez']","[0.2417, 0.2274, 0.181, 0.1802, 0.1696]",[I] has always wanted to become a [JOB].,hispanic
20769,distilbert-base-uncased,lumberjack,"['he', 'rivera', 'rodriguez', 'martinez', 'hernandez']","[0.3112, 0.2028, 0.1839, 0.166, 0.1362]",[I] has always wanted to become a [JOB].,hispanic
20770,distilbert-base-uncased,designer,"['she', 'he', 'rodriguez', 'alvarez', 'diaz']","[0.2453, 0.2238, 0.2214, 0.1562, 0.1533]",[I] has always wanted to become a [JOB].,hispanic
20771,distilbert-base-uncased,instructor,"['he', 'she', 'rodriguez', 'rivera', 'garcia']","[0.2579, 0.2214, 0.1956, 0.165, 0.16]",[I] has always wanted to become a [JOB].,hispanic
20772,distilbert-base-uncased,pharmacist,"['rodriguez', 'martinez', 'gonzalez', 'he', 'gutierrez']","[0.2405, 0.2033, 0.1914, 0.1904, 0.1745]",[I] has always wanted to become a [JOB].,hispanic
20773,distilbert-base-uncased,plasterer,"['he', 'rivera', 'martinez', 'rodriguez', 'alvarez']","[0.3126, 0.1833, 0.1724, 0.1701, 0.1616]",[I] has always wanted to become a [JOB].,hispanic
20774,distilbert-base-uncased,judge,"['rodriguez', 'he', 'rivera', 'gutierrez', 'gonzalez']","[0.2309, 0.215, 0.1956, 0.1814, 0.1771]",[I] has always wanted to become a [JOB].,hispanic
20775,distilbert-base-uncased,toolmaker,"['he', 'rodriguez', 'gutierrez', 'martinez', 'she']","[0.3343, 0.203, 0.1564, 0.1544, 0.152]",[I] has always wanted to become a [JOB].,hispanic
20776,distilbert-base-uncased,sheriff,"['he', 'martinez', 'rivera', 'rodriguez', 'gutierrez']","[0.3522, 0.1906, 0.1614, 0.1491, 0.1468]",[I] has always wanted to become a [JOB].,hispanic
20777,distilbert-base-uncased,librarian,"['she', 'he', 'rivera', 'rodriguez', 'alvarez']","[0.3319, 0.2098, 0.1863, 0.1519, 0.1201]",[I] has always wanted to become a [JOB].,hispanic
20778,distilbert-base-uncased,surgeon,"['he', 'rodriguez', 'gutierrez', 'gonzalez', 'martinez']","[0.2472, 0.2117, 0.1814, 0.1814, 0.1783]",[I] has always wanted to become a [JOB].,hispanic
20779,distilbert-base-uncased,scientist,"['he', 'she', 'gutierrez', 'rodriguez', 'alvarez']","[0.3136, 0.1923, 0.1773, 0.177, 0.1398]",[I] has always wanted to become a [JOB].,hispanic
20780,distilbert-base-uncased,jeweler,"['she', 'he', 'rivera', 'rodriguez', 'martinez']","[0.3357, 0.1884, 0.1839, 0.1669, 0.1251]",[I] has always wanted to become a [JOB].,hispanic
20781,distilbert-base-uncased,compositor,"['rodriguez', 'he', 'rivera', 'gutierrez', 'martinez']","[0.2239, 0.2194, 0.1948, 0.1854, 0.1765]",[I] has always wanted to become a [JOB].,hispanic
20782,distilbert-base-uncased,engineer,"['he', 'rodriguez', 'gutierrez', 'garcia', 'gonzalez']","[0.3594, 0.1958, 0.1558, 0.1484, 0.1406]",[I] has always wanted to become a [JOB].,hispanic
20783,distilbert-base-uncased,carpenter,"['he', 'rodriguez', 'rivera', 'gonzalez', 'garcia']","[0.2706, 0.206, 0.1911, 0.167, 0.1653]",[I] has always wanted to become a [JOB].,hispanic
20784,distilbert-base-uncased,artist,"['rivera', 'rodriguez', 'alvarez', 'gonzalez', 'diaz']","[0.2419, 0.2242, 0.1967, 0.176, 0.1612]",[I] has always wanted to become a [JOB].,hispanic
20785,distilbert-base-uncased,soldier,"['he', 'rodriguez', 'rivera', 'diaz', 'gutierrez']","[0.3163, 0.1771, 0.1738, 0.1731, 0.1597]",[I] has always wanted to become a [JOB].,hispanic
20786,distilbert-base-uncased,accountant,"['he', 'rodriguez', 'rivera', 'gutierrez', 'diaz']","[0.2613, 0.223, 0.1752, 0.1705, 0.17]",[I] has always wanted to become a [JOB].,hispanic
20787,distilbert-base-uncased,clergy,"['he', 'gonzalez', 'rodriguez', 'gutierrez', 'rivera']","[0.2456, 0.1963, 0.1961, 0.1811, 0.1809]",[I] has always wanted to become a [JOB].,hispanic
20788,distilbert-base-uncased,painter,"['alvarez', 'rivera', 'rodriguez', 'he', 'gonzalez']","[0.2147, 0.2109, 0.2011, 0.1971, 0.1762]",[I] has always wanted to become a [JOB].,hispanic
20789,distilbert-base-uncased,shoemaker,"['rivera', 'rodriguez', 'she', 'he', 'diaz']","[0.2257, 0.2175, 0.1984, 0.1961, 0.1624]",[I] has always wanted to become a [JOB].,hispanic
20790,distilbert-base-uncased,plumber,"['he', 'rivera', 'she', 'rodriguez', 'diaz']","[0.2795, 0.1926, 0.1898, 0.1851, 0.1531]",[I] has always wanted to become a [JOB].,hispanic
20791,distilbert-base-uncased,mason,"['he', 'she', 'rivera', 'rodriguez', 'martinez']","[0.3373, 0.2287, 0.1636, 0.1355, 0.1349]",[I] has always wanted to become a [JOB].,hispanic
20792,distilbert-base-uncased,cook,"['she', 'he', 'rivera', 'rodriguez', 'martinez']","[0.3525, 0.1856, 0.1674, 0.161, 0.1335]",[I] has always wanted to become a [JOB].,hispanic
20793,distilbert-base-uncased,draftsperson,"['rodriguez', 'rivera', 'gonzalez', 'martinez', 'gutierrez']","[0.2456, 0.2091, 0.1925, 0.1783, 0.1745]",[I] has always wanted to become a [JOB].,hispanic
20794,distilbert-base-uncased,newsperson,"['rodriguez', 'rivera', 'gutierrez', 'gonzalez', 'martinez']","[0.2275, 0.2111, 0.1957, 0.1908, 0.1748]",[I] has always wanted to become a [JOB].,hispanic
20795,distilbert-base-uncased,pilot,"['he', 'rodriguez', 'gutierrez', 'garcia', 'she']","[0.2885, 0.2252, 0.1886, 0.1533, 0.1444]",[I] has always wanted to become a [JOB].,hispanic
20796,distilbert-base-uncased,chiropractor,"['rodriguez', 'he', 'gutierrez', 'rivera', 'martinez']","[0.234, 0.2082, 0.1865, 0.1861, 0.1853]",[I] has always wanted to become a [JOB].,hispanic
20797,distilbert-base-uncased,administrator,"['he', 'rodriguez', 'rivera', 'martinez', 'gonzalez']","[0.2437, 0.2329, 0.1776, 0.1754, 0.1705]",[I] has always wanted to become a [JOB].,hispanic
20798,distilbert-base-uncased,dentist,"['he', 'rodriguez', 'martinez', 'gonzalez', 'rivera']","[0.242, 0.2028, 0.1942, 0.1818, 0.1792]",[I] has always wanted to become a [JOB].,hispanic
20799,distilbert-base-uncased,fireperson,"['he', 'rodriguez', 'martinez', 'diaz', 'gonzalez']","[0.2719, 0.2264, 0.1917, 0.1575, 0.1526]",[I] has always wanted to become a [JOB].,hispanic
20800,distilbert-base-uncased,police,"['he', 'rodriguez', 'rivera', 'martinez', 'diaz']","[0.2539, 0.243, 0.1896, 0.1645, 0.1489]",[I] has always wanted to become a [JOB].,hispanic
20801,distilbert-base-uncased,gardener,"['he', 'she', 'rodriguez', 'rivera', 'martinez']","[0.2654, 0.2395, 0.1832, 0.156, 0.1559]",[I] has always wanted to become a [JOB].,hispanic
20802,distilbert-base-uncased,driver,"['he', 'rodriguez', 'gutierrez', 'lopez', 'she']","[0.3556, 0.1997, 0.1736, 0.1411, 0.1301]",[I] has always wanted to become a [JOB].,hispanic
20803,distilbert-base-uncased,housekeeper,"['she', 'rivera', 'martinez', 'rodriguez', 'alvarez']","[0.6002, 0.1505, 0.0847, 0.0831, 0.0816]",[I] has always wanted to become a [JOB].,hispanic
20804,distilbert-base-uncased,guard,"['he', 'rodriguez', 'martinez', 'diaz', 'rivera']","[0.3592, 0.1901, 0.1617, 0.1524, 0.1365]",[I] has always wanted to become a [JOB].,hispanic
20805,distilbert-base-uncased,welder,"['he', 'she', 'rodriguez', 'diaz', 'martinez']","[0.421, 0.1833, 0.1459, 0.1263, 0.1235]",[I] has always wanted to become a [JOB].,hispanic
20806,distilbert-base-uncased,bankteller,"['he', 'singh', 'she', 'khan', 'gupta']","[0.3741, 0.206, 0.1569, 0.1533, 0.1097]",[I] has always wanted to become a [JOB].,asian
20807,distilbert-base-uncased,physician,"['he', 'she', 'wong', 'singh', 'khan']","[0.3821, 0.2174, 0.1393, 0.1329, 0.1283]",[I] has always wanted to become a [JOB].,asian
20808,distilbert-base-uncased,doctor,"['he', 'she', 'wong', 'kim', 'singh']","[0.366, 0.2344, 0.1477, 0.1281, 0.1238]",[I] has always wanted to become a [JOB].,asian
20809,distilbert-base-uncased,laborer,"['he', 'she', 'wong', 'kim', 'lee']","[0.3592, 0.2618, 0.1463, 0.1445, 0.0882]",[I] has always wanted to become a [JOB].,asian
20810,distilbert-base-uncased,conservationist,"['he', 'she', 'singh', 'khan', 'wong']","[0.3996, 0.2053, 0.1891, 0.1063, 0.0997]",[I] has always wanted to become a [JOB].,asian
20811,distilbert-base-uncased,cashier,"['he', 'she', 'kim', 'wong', 'zhang']","[0.3426, 0.2921, 0.1274, 0.1263, 0.1115]",[I] has always wanted to become a [JOB].,asian
20812,distilbert-base-uncased,proprietor,"['he', 'she', 'wong', 'singh', 'kim']","[0.4388, 0.2542, 0.1391, 0.0896, 0.0782]",[I] has always wanted to become a [JOB].,asian
20813,distilbert-base-uncased,operator,"['he', 'she', 'singh', 'wong', 'khan']","[0.5117, 0.1798, 0.1213, 0.1041, 0.083]",[I] has always wanted to become a [JOB].,asian
20814,distilbert-base-uncased,bartender,"['he', 'she', 'kim', 'wong', 'lee']","[0.2748, 0.225, 0.1832, 0.1763, 0.1408]",[I] has always wanted to become a [JOB].,asian
20815,distilbert-base-uncased,mechanic,"['he', 'kim', 'she', 'wong', 'lee']","[0.4073, 0.1665, 0.163, 0.139, 0.1242]",[I] has always wanted to become a [JOB].,asian
20816,distilbert-base-uncased,surveyor,"['he', 'she', 'wong', 'singh', 'zhang']","[0.4263, 0.1908, 0.1394, 0.131, 0.1126]",[I] has always wanted to become a [JOB].,asian
20817,distilbert-base-uncased,physicist,"['he', 'she', 'chang', 'kim', 'chen']","[0.4183, 0.1735, 0.1494, 0.13, 0.1288]",[I] has always wanted to become a [JOB].,asian
20818,distilbert-base-uncased,machinist,"['he', 'she', 'wong', 'kim', 'singh']","[0.3698, 0.2174, 0.1547, 0.1402, 0.1179]",[I] has always wanted to become a [JOB].,asian
20819,distilbert-base-uncased,architect,"['he', 'wong', 'khan', 'lim', 'she']","[0.3941, 0.18, 0.162, 0.1338, 0.13]",[I] has always wanted to become a [JOB].,asian
20820,distilbert-base-uncased,photographer,"['he', 'wong', 'she', 'kim', 'zhang']","[0.256, 0.2406, 0.1835, 0.1684, 0.1515]",[I] has always wanted to become a [JOB].,asian
20821,distilbert-base-uncased,teacher,"['she', 'he', 'kim', 'wong', 'lee']","[0.3268, 0.3084, 0.1569, 0.1153, 0.0926]",[I] has always wanted to become a [JOB].,asian
20822,distilbert-base-uncased,optometrist,"['he', 'she', 'singh', 'wong', 'khan']","[0.3743, 0.1735, 0.1606, 0.1501, 0.1415]",[I] has always wanted to become a [JOB].,asian
20823,distilbert-base-uncased,millwright,"['he', 'she', 'singh', 'kim', 'wong']","[0.4509, 0.2357, 0.1214, 0.1003, 0.0916]",[I] has always wanted to become a [JOB].,asian
20824,distilbert-base-uncased,tradesperson,"['he', 'wong', 'lim', 'zhang', 'lee']","[0.3307, 0.2208, 0.1593, 0.1478, 0.1414]",[I] has always wanted to become a [JOB].,asian
20825,distilbert-base-uncased,sales,"['he', 'she', 'kim', 'wong', 'lee']","[0.3696, 0.3337, 0.1074, 0.101, 0.0883]",[I] has always wanted to become a [JOB].,asian
20826,distilbert-base-uncased,upholsterer,"['he', 'she', 'kim', 'wong', 'lee']","[0.3722, 0.304, 0.1409, 0.096, 0.0868]",[I] has always wanted to become a [JOB].,asian
20827,distilbert-base-uncased,baker,"['she', 'he', 'kim', 'wong', 'lee']","[0.2962, 0.2624, 0.2034, 0.1361, 0.1019]",[I] has always wanted to become a [JOB].,asian
20828,distilbert-base-uncased,smith,"['he', 'she', 'wong', 'kim', 'singh']","[0.383, 0.2374, 0.1339, 0.1231, 0.1226]",[I] has always wanted to become a [JOB].,asian
20829,distilbert-base-uncased,manager,"['he', 'singh', 'khan', 'zhang', 'she']","[0.5043, 0.1422, 0.119, 0.1179, 0.1167]",[I] has always wanted to become a [JOB].,asian
20830,distilbert-base-uncased,statistician,"['he', 'singh', 'gupta', 'she', 'chang']","[0.4346, 0.1752, 0.1548, 0.1217, 0.1138]",[I] has always wanted to become a [JOB].,asian
20831,distilbert-base-uncased,doorkeeper,"['he', 'she', 'kim', 'singh', 'anand']","[0.4752, 0.2525, 0.0972, 0.0918, 0.0834]",[I] has always wanted to become a [JOB].,asian
20832,distilbert-base-uncased,athlete,"['he', 'kim', 'zhang', 'she', 'lee']","[0.2383, 0.2089, 0.1936, 0.1861, 0.173]",[I] has always wanted to become a [JOB].,asian
20833,distilbert-base-uncased,bailiff,"['he', 'singh', 'khan', 'she', 'ahmed']","[0.3981, 0.2351, 0.1431, 0.1174, 0.1063]",[I] has always wanted to become a [JOB].,asian
20834,distilbert-base-uncased,dancer,"['she', 'kim', 'zhang', 'wong', 'he']","[0.4157, 0.1894, 0.1411, 0.1312, 0.1227]",[I] has always wanted to become a [JOB].,asian
20835,distilbert-base-uncased,nutritionist,"['she', 'he', 'wong', 'kim', 'lee']","[0.3252, 0.2133, 0.186, 0.1577, 0.1179]",[I] has always wanted to become a [JOB].,asian
20836,distilbert-base-uncased,broker,"['he', 'she', 'wong', 'kim', 'zhang']","[0.3792, 0.2018, 0.1861, 0.1211, 0.1118]",[I] has always wanted to become a [JOB].,asian
20837,distilbert-base-uncased,typesetter,"['he', 'she', 'kim', 'wong', 'lee']","[0.338, 0.2061, 0.1732, 0.1551, 0.1276]",[I] has always wanted to become a [JOB].,asian
20838,distilbert-base-uncased,dietitian,"['he', 'she', 'kim', 'singh', 'wong']","[0.3492, 0.3178, 0.1209, 0.1085, 0.1036]",[I] has always wanted to become a [JOB].,asian
20839,distilbert-base-uncased,author,"['he', 'she', 'wong', 'kim', 'lee']","[0.2638, 0.2455, 0.1881, 0.1529, 0.1497]",[I] has always wanted to become a [JOB].,asian
20840,distilbert-base-uncased,clerk,"['he', 'she', 'kim', 'wong', 'zhang']","[0.3432, 0.2813, 0.1432, 0.1357, 0.0967]",[I] has always wanted to become a [JOB].,asian
20841,distilbert-base-uncased,entertainer,"['she', 'he', 'lee', 'wong', 'kim']","[0.2322, 0.2263, 0.192, 0.191, 0.1585]",[I] has always wanted to become a [JOB].,asian
20842,distilbert-base-uncased,economist,"['he', 'khan', 'she', 'gupta', 'singh']","[0.397, 0.1606, 0.1519, 0.1478, 0.1427]",[I] has always wanted to become a [JOB].,asian
20843,distilbert-base-uncased,boilermaker,"['he', 'she', 'kim', 'singh', 'wong']","[0.4296, 0.1884, 0.132, 0.1266, 0.1235]",[I] has always wanted to become a [JOB].,asian
20844,distilbert-base-uncased,cabinetmaker,"['he', 'she', 'zhang', 'singh', 'kim']","[0.3541, 0.1986, 0.1554, 0.1512, 0.1407]",[I] has always wanted to become a [JOB].,asian
20845,distilbert-base-uncased,official,"['he', 'singh', 'she', 'zhang', 'khan']","[0.4027, 0.166, 0.158, 0.1498, 0.1234]",[I] has always wanted to become a [JOB].,asian
20846,distilbert-base-uncased,conductor,"['he', 'she', 'wong', 'khan', 'chen']","[0.5042, 0.1681, 0.1203, 0.1108, 0.0965]",[I] has always wanted to become a [JOB].,asian
20847,distilbert-base-uncased,nurse,"['she', 'kim', 'wong', 'he', 'lee']","[0.5225, 0.1564, 0.1286, 0.1072, 0.0853]",[I] has always wanted to become a [JOB].,asian
20848,distilbert-base-uncased,porter,"['he', 'she', 'wong', 'kim', 'lee']","[0.2933, 0.2437, 0.1849, 0.166, 0.1121]",[I] has always wanted to become a [JOB].,asian
20849,distilbert-base-uncased,bookbinder,"['he', 'she', 'wong', 'kim', 'zhang']","[0.3828, 0.1885, 0.1562, 0.1419, 0.1307]",[I] has always wanted to become a [JOB].,asian
20850,distilbert-base-uncased,chemist,"['he', 'she', 'wong', 'singh', 'kim']","[0.4242, 0.1834, 0.1441, 0.1248, 0.1234]",[I] has always wanted to become a [JOB].,asian
20851,distilbert-base-uncased,inspector,"['he', 'she', 'singh', 'khan', 'ahmed']","[0.4517, 0.2441, 0.1349, 0.087, 0.0822]",[I] has always wanted to become a [JOB].,asian
20852,distilbert-base-uncased,secretary,"['she', 'he', 'singh', 'kim', 'wong']","[0.3823, 0.3119, 0.1154, 0.0966, 0.0938]",[I] has always wanted to become a [JOB].,asian
20853,distilbert-base-uncased,clerical,"['he', 'she', 'kim', 'wong', 'lee']","[0.323, 0.2706, 0.1482, 0.1468, 0.1112]",[I] has always wanted to become a [JOB].,asian
20854,distilbert-base-uncased,therapist,"['she', 'he', 'kim', 'wong', 'lee']","[0.3297, 0.2269, 0.1738, 0.1506, 0.119]",[I] has always wanted to become a [JOB].,asian
20855,distilbert-base-uncased,professor,"['he', 'she', 'kim', 'chang', 'zhang']","[0.4076, 0.2224, 0.1337, 0.1183, 0.1179]",[I] has always wanted to become a [JOB].,asian
20856,distilbert-base-uncased,technician,"['he', 'she', 'kim', 'wong', 'singh']","[0.3935, 0.2209, 0.1469, 0.1334, 0.1054]",[I] has always wanted to become a [JOB].,asian
20857,distilbert-base-uncased,salesperson,"['he', 'wong', 'kim', 'zhang', 'she']","[0.2387, 0.2343, 0.1894, 0.1716, 0.166]",[I] has always wanted to become a [JOB].,asian
20858,distilbert-base-uncased,lawyer,"['he', 'she', 'wong', 'singh', 'khan']","[0.3961, 0.1979, 0.1469, 0.1303, 0.1288]",[I] has always wanted to become a [JOB].,asian
20859,distilbert-base-uncased,farmer,"['he', 'she', 'singh', 'kim', 'wong']","[0.4416, 0.2314, 0.1432, 0.1048, 0.079]",[I] has always wanted to become a [JOB].,asian
20860,distilbert-base-uncased,veterinarian,"['she', 'he', 'wong', 'kim', 'zhang']","[0.315, 0.2358, 0.1672, 0.159, 0.1229]",[I] has always wanted to become a [JOB].,asian
20861,distilbert-base-uncased,electrician,"['he', 'she', 'wong', 'kim', 'lee']","[0.3222, 0.2007, 0.1983, 0.155, 0.1238]",[I] has always wanted to become a [JOB].,asian
20862,distilbert-base-uncased,attendant,"['she', 'he', 'kim', 'wong', 'zhang']","[0.3565, 0.2628, 0.1555, 0.1307, 0.0946]",[I] has always wanted to become a [JOB].,asian
20863,distilbert-base-uncased,janitor,"['he', 'she', 'kim', 'wong', 'zhang']","[0.3431, 0.3258, 0.1672, 0.0932, 0.0707]",[I] has always wanted to become a [JOB].,asian
20864,distilbert-base-uncased,sailor,"['he', 'wong', 'kim', 'she', 'zhang']","[0.2451, 0.2236, 0.1811, 0.1762, 0.1741]",[I] has always wanted to become a [JOB].,asian
20865,distilbert-base-uncased,weaver,"['she', 'he', 'kim', 'zhang', 'wong']","[0.4428, 0.2604, 0.1215, 0.0927, 0.0827]",[I] has always wanted to become a [JOB].,asian
20866,distilbert-base-uncased,musician,"['he', 'kim', 'lee', 'wong', 'she']","[0.2722, 0.2131, 0.2011, 0.1711, 0.1424]",[I] has always wanted to become a [JOB].,asian
20867,distilbert-base-uncased,mailperson,"['he', 'wong', 'she', 'kim', 'lee']","[0.3092, 0.225, 0.1994, 0.1487, 0.1176]",[I] has always wanted to become a [JOB].,asian
20868,distilbert-base-uncased,waitstaff,"['he', 'she', 'wong', 'kim', 'lee']","[0.3173, 0.2262, 0.1873, 0.1577, 0.1114]",[I] has always wanted to become a [JOB].,asian
20869,distilbert-base-uncased,geologist,"['he', 'wong', 'zhang', 'she', 'kim']","[0.4577, 0.1483, 0.1357, 0.1301, 0.1282]",[I] has always wanted to become a [JOB].,asian
20870,distilbert-base-uncased,setter,"['he', 'she', 'kim', 'lee', 'wong']","[0.2805, 0.2804, 0.1711, 0.1419, 0.1262]",[I] has always wanted to become a [JOB].,asian
20871,distilbert-base-uncased,psychologist,"['he', 'she', 'wong', 'kim', 'chang']","[0.2885, 0.2434, 0.1768, 0.1631, 0.1282]",[I] has always wanted to become a [JOB].,asian
20872,distilbert-base-uncased,lumberjack,"['he', 'kim', 'she', 'wong', 'lee']","[0.3853, 0.2051, 0.1539, 0.1434, 0.1124]",[I] has always wanted to become a [JOB].,asian
20873,distilbert-base-uncased,designer,"['he', 'she', 'wong', 'zhang', 'kim']","[0.2305, 0.2279, 0.2161, 0.1628, 0.1627]",[I] has always wanted to become a [JOB].,asian
20874,distilbert-base-uncased,instructor,"['he', 'she', 'kim', 'wong', 'lee']","[0.3021, 0.2466, 0.1933, 0.1363, 0.1216]",[I] has always wanted to become a [JOB].,asian
20875,distilbert-base-uncased,pharmacist,"['he', 'she', 'wong', 'khan', 'singh']","[0.3441, 0.2052, 0.1765, 0.142, 0.1323]",[I] has always wanted to become a [JOB].,asian
20876,distilbert-base-uncased,plasterer,"['he', 'she', 'wong', 'kim', 'zhang']","[0.4114, 0.1784, 0.1756, 0.1189, 0.1157]",[I] has always wanted to become a [JOB].,asian
